Person,Property,Type,rn,rel_rate
http://dbpedia.org/resource/Mindia_Khitarishvili,birthPlace,Country,85,**
http://dbpedia.org/resource/Artyom_Filiposyan,birthPlace,Country,85,**
http://dbpedia.org/resource/George_Arthur_Forrest,birthPlace,Country,85,**
http://dbpedia.org/resource/Samuel_Rabin,birthPlace,City,85,1
http://dbpedia.org/resource/Gábor_J._Székely,birthPlace,Country,85,**
http://dbpedia.org/resource/Srđan_Koljević,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Anton_Volkov,birthPlace,Country,85,**
http://dbpedia.org/resource/Georg_Kraus,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Eugenia_Mandzhieva,birthPlace,Country,85,**
http://dbpedia.org/resource/Daniel_Hayes,birthPlace,City,85,**
http://dbpedia.org/resource/Islom_Tukhtakhodjaev,birthPlace,Country,85,**
http://dbpedia.org/resource/George_Bennet_(hebraist),occupation,PersonFunction,85,**
http://dbpedia.org/resource/Rebecca_Romijn,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Sagnik_Roy,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Hans_Ruin,birthPlace,Country,85,**
http://dbpedia.org/resource/Willem_Anton_van_Vloten,birthPlace,Country,85,**
http://dbpedia.org/resource/Nawab_Faizunnesa,birthPlace,Country,85,**
http://dbpedia.org/resource/Collin_Haughton,nationality,EthnicGroup,85,**
http://dbpedia.org/resource/Ninh_Cát_Loan_Châu,birthPlace,Country,85,**
http://dbpedia.org/resource/Alexie_Gilmore,birthPlace,City,85,1
http://dbpedia.org/resource/Nenad_Radulović,deathPlace,Country,85,**
http://dbpedia.org/resource/Giorgi_Nakashidze,birthPlace,Country,85,**
http://dbpedia.org/resource/Harvey_Weisenberg,birthPlace,City,85,1
http://dbpedia.org/resource/Martin_Eidelberg,occupation,PersonFunction,85,**
http://dbpedia.org/resource/John_David_Merwin,birthPlace,Country,85,**
http://dbpedia.org/resource/Slađa_Delibašić,birthPlace,Country,85,**
http://dbpedia.org/resource/Vito_Russo,deathPlace,City,85,1
http://dbpedia.org/resource/Tomislav_Ružić,birthPlace,Country,85,**
http://dbpedia.org/resource/Alavi_Moulana,almaMater,School,85,**
http://dbpedia.org/resource/Gidon_Kremer,birthPlace,Country,85,**
http://dbpedia.org/resource/Nicholas_Neszmélyi,nationality,EthnicGroup,85,**
http://dbpedia.org/resource/Thomas_J._Bartosiewicz,birthPlace,City,85,1
http://dbpedia.org/resource/Zubaida_Tariq,birthPlace,Country,85,**
http://dbpedia.org/resource/Hisayasu_Satō,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Josh_Peck,birthPlace,City,85,1
"http://dbpedia.org/resource/Charles_V,_Holy_Roman_Emperor",birthPlace,Country,85,**
http://dbpedia.org/resource/Margherita_Hack,birthPlace,Country,85,**
http://dbpedia.org/resource/Otomārs_Oškalns,deathPlace,Country,85,**
http://dbpedia.org/resource/Armenchik,birthPlace,Country,85,**
http://dbpedia.org/resource/Vicki_Van_Meter,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Svetlana_Khodchenkova,birthPlace,Country,85,**
http://dbpedia.org/resource/Kostiantyn_Kasianchuk,birthPlace,Country,85,**
http://dbpedia.org/resource/Francis_Zamora,birthPlace,City,85,**
http://dbpedia.org/resource/Nell_Irvin_Painter,occupation,PersonFunction,85,**
http://dbpedia.org/resource/Prince_Felix_of_Schwarzenberg,deathPlace,Country,85,**
